#{"t_start": 1666530487.3859344, "env_id": null}
r,l,t
23.226727,151,11050.726287
16.042809,151,11050.820679
23.783527,151,11050.820679
19.859255,151,11059.809732
14.9798565,151,11059.96207
22.92953,151,11060.022989
18.067959,151,11060.022989
23.934168,151,11068.755041
18.949148,151,11068.937349
13.3163,151,11069.027231
18.928837,151,11069.027231
12.460713,151,11077.809911
15.864561,151,11077.991701
23.367674,151,11078.084082
10.99356,151,11078.084082
21.093735,151,11086.980811
14.745704,151,11087.164104
24.028866,151,11087.256018
14.478159,151,11087.256018
15.456472,151,11096.080992
19.326124,151,11096.27989
14.38281,151,11096.386778
15.157987,151,11096.387777
16.262522,151,11105.050035
16.542065,151,11105.217338
23.018076,151,11105.308218
26.070759,151,11105.308218
23.226067,151,11114.166612
15.023234,151,11114.309459
18.03242,151,11114.41283
23.025518,151,11114.41283
16.63133,151,11123.24266
16.77935,151,11123.395524
15.412844,151,11123.487423
23.35379,151,11123.487423
23.890413,151,11132.139479
14.953115,151,11132.276395
14.798839,151,11132.368524
29.4645,151,11132.368524
14.82858,149,11166.171255
16.71382,149,11166.431001
16.958017,149,11166.537378
14.263999,149,11166.537378
17.920547,151,11175.357387
10.676044,151,11175.545689
17.596317,151,11175.647555
14.043738,151,11175.647555
12.355215,151,11184.486408
17.947395,151,11184.685205
21.55294,151,11184.791549
23.074629,151,11184.791549
25.851357,151,11193.769523
25.723341,151,11193.905888
14.060931,151,11193.981796
16.577232,151,11193.981796
9.7356825,151,11202.71001
13.6109085,151,11202.90879
2.299898,151,11203.005683
16.212126,151,11203.005683
11.753941,151,11211.945006
18.071703,151,11212.097833
12.254663,151,11212.189738
12.891155,151,11212.189738
11.756887,151,11220.897077
10.8879795,151,11221.050986
21.197618,151,11221.142889
9.750752,151,11221.142889
7.915828,151,11229.862398
19.635185,151,11230.012741
15.710129,151,11230.119657
17.393307,151,11230.119657
25.0249,151,11238.894045
20.47522,151,11239.015911
13.614499,151,11239.107279
16.04959,151,11239.107279
15.024163,151,11247.933847
25.451084,151,11248.116665
24.64169,151,11248.209554
18.348335,151,11248.209554
17.369799,151,11256.964872
23.965986,151,11257.147924
15.88362,151,11257.236799
17.832037,151,11257.236799
15.714626,151,11266.094996
14.811617,151,11266.261817
24.094095,151,11266.322742
13.940207,151,11266.322742
23.933088,151,11275.067953
25.832806,151,11275.264754
25.923971,151,11275.325686
14.680516,151,11275.325686
15.821664,151,11284.036923
14.617288,151,11284.173746
10.439585,151,11284.265162
23.689068,151,11284.265162
15.888813,150,11309.71808
12.7381735,150,11309.870912
13.591463,150,11309.962794
18.817528,150,11309.962794
25.340128,151,11318.697318
15.967836,151,11318.866196
8.424225,151,11318.959187
12.133414,151,11318.959187
14.335497,151,11327.62164
32.230953,151,11327.743008
15.393,151,11327.820442
17.336222,151,11327.820442
13.548919,151,11336.550983
13.035162,151,11336.702365
16.165981,151,11336.763793
11.06724,151,11336.763793
12.709123,151,11345.466453
19.89973,151,11345.620759
15.843381,151,11345.70967
19.895235,151,11345.70967
20.01593,151,11354.601641
16.37381,151,11354.724519
11.961197,151,11354.815403
17.797558,151,11354.815403
18.406391,151,11363.777668
27.158703,151,11363.914006
18.339323,151,11363.989944
12.682108,151,11363.989944
21.637766,151,11372.692997
24.630352,151,11372.892798
17.571264,151,11372.937238
18.334211,151,11372.937238
16.343534,151,11381.755342
21.04433,151,11381.939648
24.045567,151,11382.031523
16.021496,151,11382.031523
10.427122,151,11390.731347
18.1606,151,11390.914685
24.764479,151,11391.044532
13.836109,151,11391.044532
11.218645,151,11399.85464
24.402445,151,11400.007955
13.188752,151,11400.099362
13.127059,151,11400.099362
32.246754,151,11408.931749
14.092219,151,11409.099585
24.913086,151,11409.160008
19.444344,151,11409.160008
12.7237835,151,11418.239048
14.978834,151,11418.392891
13.0390415,151,11418.453835
18.171034,151,11418.454864
17.100513,151,11427.299329
17.937553,151,11427.467126
18.417538,151,11427.559028
15.154954,151,11427.559028
12.898479,150,11453.864933
12.72607,150,11453.98488
5.680427,150,11454.076785
-13.50622,150,11454.076785
23.36151,151,11462.729923
16.419134,151,11462.851764
13.649592,151,11462.959184
14.243065,151,11462.959184
19.56125,151,11471.777197
21.223429,151,11471.915058
15.313176,151,11471.99146
22.349659,151,11471.99146
25.43647,151,11480.717227
31.921898,151,11480.931537
31.10818,151,11481.039489
10.880777,151,11481.039489
14.378871,151,11489.806166
19.742546,151,11489.990991
16.302235,151,11490.082903
19.33059,151,11490.082903
25.243042,151,11498.958914
15.99213,151,11499.127764
15.453184,151,11499.232641
24.8576,151,11499.232641
16.388842,151,11508.131768
18.827015,151,11508.29959
15.926522,151,11508.390482
13.765474,151,11508.390482
13.240502,151,11517.24786
15.311914,151,11517.403694
20.834091,151,11517.4941
27.459423,151,11517.4941
9.743907,151,11526.221321
15.587979,151,11526.419096
12.936711,151,11526.509997
18.7982,151,11526.509997
21.443775,151,11535.314419
23.054773,151,11535.482727
18.23248,151,11535.544163
21.223597,151,11535.544163
18.42371,151,11544.311561
16.035149,151,11544.464915
16.825314,151,11544.555808
11.70592,151,11544.555808
17.804632,151,11553.340434
29.308697,151,11553.50873
23.61465,151,11553.600639
14.707224,151,11553.600639
15.869881,151,11562.421139
6.383189,151,11562.590511
16.387499,151,11562.682432
16.79116,151,11562.682432
26.793085,150,11584.004875
18.423359,150,11584.175166
24.342926,150,11584.264076
28.745436,150,11584.264076
19.43983,151,11592.952385
13.5721655,151,11593.09076
6.0315557,151,11593.215637
19.644032,151,11593.215637
18.76662,151,11601.956085
13.736078,151,11602.138895
17.78765,151,11602.229784
18.132244,151,11602.229784
24.327906,151,11611.035015
15.020594,151,11611.160368
14.088819,151,11611.265248
18.915749,151,11611.265248
15.607563,151,11620.142217
15.416888,151,11620.310095
22.118639,151,11620.401966
16.405123,151,11620.401966
14.9982605,151,11629.143598
16.232721,151,11629.372828
9.494172,151,11629.447737
11.950675,151,11629.447737
18.16839,151,11638.395065
16.124182,151,11638.593882
17.769373,151,11638.685284
9.946743,151,11638.685284
24.580744,151,11647.50688
19.255182,151,11647.674695
8.250831,151,11647.781045
20.007812,151,11647.781045
17.848886,151,11656.620135
24.757845,151,11656.818924
20.092817,151,11656.924781
32.7599,151,11656.924781
8.719939,151,11665.637092
16.396343,151,11665.790457
18.393438,151,11665.881354
6.9188967,151,11665.881354
11.944007,151,11674.581727
9.868292,151,11674.765055
23.535658,151,11674.856437
19.435629,151,11674.856437
14.632386,151,11683.880638
21.935627,151,11684.049969
15.584304,151,11684.143378
19.820723,151,11684.143881
15.90269,151,11692.947448
23.428215,151,11693.131732
13.615823,151,11693.224139
15.624342,151,11693.224139
11.904541,151,11702.032426
13.865033,151,11702.215216
9.230286,151,11702.30911
27.561806,151,11702.30911
10.91396,137,11851.989401
12.542276,137,11852.1417
14.990137,137,11852.187156
16.133778,137,11852.187156
23.948448,151,11860.982116
20.188295,151,11861.164979
19.866732,151,11861.256583
10.24333,151,11861.256583
24.625908,151,11870.0851
19.708317,151,11870.237435
13.401763,151,11870.402274
16.263996,151,11870.402274
15.610343,151,11879.020912
16.14045,151,11879.205284
23.840214,151,11879.344182
8.672724,151,11879.344182
12.441991,151,11887.966081
5.635728,151,11888.1509
19.838705,151,11888.217337
9.224847,151,11888.217337
10.683908,151,11896.926278
30.597141,151,11897.049687
12.177768,151,11897.168021
12.814522,151,11897.168021
17.90115,151,11905.993718
22.902378,151,11906.193506
17.797176,151,11906.285416
15.845421,151,11906.285416
18.893595,151,11914.96603
4.7638717,151,11915.148842
13.997356,151,11915.224261
13.617835,151,11915.224261
22.876934,151,11924.044823
12.914111,151,11924.243643
18.72025,151,11924.350497
6.966197,151,11924.350497
16.674086,151,11933.020711
20.293428,151,11933.207048
16.135523,151,11933.312428
23.382738,151,11933.312428
24.791119,151,11942.18459
15.647512,151,11942.353414
17.359562,151,11942.445337
13.740748,151,11942.446334
26.821135,151,11951.327129
21.288176,151,11951.496465
17.413292,151,11951.589352
23.602762,151,11951.589352
10.94312,151,11960.304747
12.618993,151,11960.428122
27.320753,151,11960.534988
12.754333,151,11960.534988
23.405895,150,11987.896977
18.394838,150,11988.095811
25.320112,150,11988.202205
15.62849,150,11988.202205
23.062687,151,11996.919329
23.299917,151,11997.119148
18.251688,151,11997.242011
24.125816,151,11997.242011
22.97857,151,12006.198171
24.720928,151,12006.349514
27.309772,151,12006.441417
27.829605,151,12006.441417
24.293444,151,12015.156703
25.450682,151,12015.342305
26.241213,151,12015.468635
20.059496,151,12015.468635
22.126799,151,12024.328246
18.077705,151,12024.512064
24.413921,151,12024.575508
22.264975,151,12024.576505
20.319462,151,12033.34094
23.622946,151,12033.527321
15.949132,151,12033.602279
15.768119,151,12033.602279
32.725792,151,12042.306106
16.252808,151,12042.473913
11.856601,151,12042.579802
30.172745,151,12042.580704
9.467092,151,12051.414801
20.97895,151,12051.584163
16.12799,151,12051.702012
15.116975,151,12051.702012
26.387571,151,12060.42892
27.28383,151,12060.612237
12.924572,151,12060.658706
20.088907,151,12060.658706
14.451475,151,12069.450038
25.071804,151,12069.676281
22.861996,151,12069.795135
17.837044,151,12069.795135
12.500846,151,12078.621148
20.953783,151,12078.759028
17.497002,151,12078.834933
22.911774,151,12078.834933
25.1787,151,12087.720363
23.091005,151,12087.842239
15.826326,151,12087.934159
25.39164,151,12087.934159
14.496231,151,12097.433134
23.067776,151,12097.646948
14.516607,151,12097.741822
24.445272,151,12097.741822
12.843665,151,12106.700873
18.026775,151,12106.868216
25.17833,151,12106.959133
23.432924,151,12106.959133
13.6381235,151,12122.58521
23.041676,151,12122.782373
8.566135,151,12122.873817
17.568316,151,12122.873817
15.295,151,12131.787093
14.6537895,151,12131.970881
23.186102,151,12132.09323
11.757788,151,12132.09323
14.270756,151,12140.740796
27.64262,151,12140.894697
23.956709,151,12140.972101
21.765041,151,12140.972101
19.708313,151,12149.69341
15.0835285,151,12149.861689
13.513977,151,12149.954114
11.16799,151,12149.954114
14.95476,151,12159.213192
23.235813,151,12159.396513
17.40293,151,12159.426978
23.220543,151,12159.426978
11.668402,151,12168.144136
12.7595,151,12168.343935
25.848974,151,12168.434818
15.037154,151,12168.434818
19.209831,151,12177.294455
25.104885,151,12177.47725
15.251446,151,12177.554171
24.69184,151,12177.554171
23.641872,151,12186.337987
16.282139,151,12186.534872
23.875748,151,12186.61228
26.336351,151,12186.61228
29.029097,151,12195.312097
25.51434,151,12195.480737
14.717555,151,12195.572129
12.5830765,151,12195.572129
23.59228,151,12204.388721
17.436987,151,12204.586843
14.902903,151,12204.678758
14.492973,151,12204.678758
21.926804,151,12213.318119
15.131712,151,12213.486968
12.179656,151,12213.593315
24.550188,151,12213.593315
23.313057,151,12222.939754
14.70045,151,12223.062128
15.180109,151,12223.17003
19.43438,151,12223.17003
15.603659,151,12231.990533
19.038332,151,12232.205994
24.65963,151,12232.298374
12.44904,151,12232.298374
13.58882,151,12240.868906
12.688619,151,12241.051713
-6.5001116,151,12241.14413
17.251078,151,12241.14413
-52.4409,146,12308.469972
16.495337,146,12308.652886
11.19939,146,12308.759277
15.516498,146,12308.759277
28.009464,151,12317.563545
8.981043,151,12317.731343
11.063607,151,12317.822756
12.415026,151,12317.822756
14.115089,151,12326.711831
13.043655,151,12326.895613
14.789885,151,12326.9875
12.188459,151,12326.9875
20.624367,151,12335.726627
13.2729435,151,12335.880463
6.986489,151,12335.972853
11.6069355,151,12335.972853
25.084635,151,12344.925293
-0.5799112,151,12345.094656
18.913464,151,12345.190053
23.774496,151,12345.190053
14.360322,151,12353.96173
18.681438,151,12354.08514
13.387829,151,12354.239446
11.683133,151,12354.239446
24.673302,151,12363.038774
32.50984,151,12363.191077
14.62664,151,12363.283471
19.712053,151,12363.283471
11.231699,151,12372.144351
9.529209,151,12372.35615
13.160731,151,12372.477537
14.109358,151,12372.477537
13.0678,151,12381.210049
12.043792,151,12381.39341
13.179538,151,12381.485295
4.1575136,151,12381.486294
18.530449,151,12390.276243
8.842937,151,12390.471555
8.775866,151,12390.632956
12.719932,151,12390.632956
4.214009,151,12399.332053
24.622215,151,12399.498913
8.158307,151,12399.590799
13.533796,151,12399.590799
18.200127,151,12408.644549
10.2665,151,12408.82835
18.334059,151,12408.919678
24.189713,151,12408.919678
13.016658,151,12417.693894
13.041539,151,12417.867204
4.3470864,151,12417.973088
5.239948,151,12417.973088
-5.2322326,139,12549.348454
15.418217,139,12549.561448
6.4615736,139,12549.65389
-1.8321306,139,12549.65389
7.941012,151,12558.440516
11.668278,151,12558.606823
9.021746,151,12558.71372
20.165981,151,12558.71372
25.68644,151,12567.486706
17.486912,151,12567.643062
11.762311,151,12567.748535
20.824709,151,12567.748535
22.85826,151,12576.725349
11.771826,151,12576.879721
14.993419,151,12576.970607
32.97074,151,12576.970607
31.866692,151,12585.866956
18.584045,151,12586.020799
4.031998,151,12586.111692
5.371631,151,12586.111692
-3.3674533,151,12594.959276
58.456234,151,12595.174067
6.6801004,151,12595.282799
10.866904,151,12595.282799
12.268134,151,12603.958671
12.652697,151,12604.142943
16.951075,151,12604.265322
13.03111,151,12604.265322
18.68077,151,12613.11603
24.856302,151,12613.269894
10.113349,151,12613.361276
7.884173,151,12613.361276
13.947956,151,12622.103827
14.103099,151,12622.285634
14.325876,151,12622.405534
15.7136965,151,12622.405534
19.342207,151,12631.06531
22.532991,151,12631.234674
13.869772,151,12631.311633
14.188157,151,12631.311633
6.401385,151,12640.110677
16.03134,151,12640.310466
25.356936,151,12640.415315
13.48802,151,12640.415315
16.044529,151,12649.213625
23.31741,151,12649.333992
14.35333,151,12649.441348
12.343711,151,12649.441348
11.264253,151,12658.15657
6.287788,151,12658.339353
18.939306,151,12658.446235
7.4739623,151,12658.446235
12.266877,151,12667.394618
21.162252,151,12667.547937
11.030897,151,12667.639346
25.004005,151,12667.639346
30.443691,151,12683.518059
24.841545,151,12683.70042
13.184809,151,12683.793863
20.971539,151,12683.793863
12.448986,151,12692.769433
11.80624,151,12692.906794
12.309708,151,12692.999694
14.663692,151,12692.999694
8.406338,151,12701.751036
3.8326561,151,12701.92984
23.936806,151,12702.026713
23.71547,151,12702.026713
14.163495,151,12710.884635
13.6573,151,12711.080911
15.1997385,151,12711.173331
13.1201515,151,12711.173331
21.776827,151,12719.783221
13.785303,151,12719.889864
13.743383,151,12719.996849
11.902674,151,12719.996849
11.87249,151,12728.796749
5.722456,151,12728.919675
19.68958,151,12729.026049
24.155127,151,12729.026049
26.123526,151,12737.926109
12.631382,151,12738.095456
13.80607,151,12738.20285
11.520196,151,12738.203352
11.8496065,151,12747.110998
12.539882,151,12747.263214
13.220558,151,12747.378068
23.553192,151,12747.378068
16.224346,151,12756.209118
15.578843,151,12756.377955
22.880611,151,12756.423898
12.434595,151,12756.423898
6.9988327,151,12765.345331
26.275885,151,12765.530164
20.174913,151,12765.591607
18.006058,151,12765.591607
11.681451,151,12774.320175
22.960285,151,12774.504474
20.765316,151,12774.597362
24.246008,151,12774.597362
14.080336,151,12783.370381
23.825884,151,12783.584122
23.445068,151,12783.64307
3.352766,151,12783.64307
16.684315,151,12792.388952
-3.9143593,151,12792.586736
22.659977,151,12792.663167
19.031857,151,12792.663167
11.930477,139,12924.52878
13.468037,139,12924.710582
13.57854,139,12924.816439
12.719833,139,12924.816439
20.30291,151,12933.472913
12.80053,151,12933.656373
21.534956,151,12933.749282
11.731033,151,12933.749282
24.436895,151,12942.778102
20.150103,151,12942.915951
23.271818,151,12943.008843
14.857749,151,12943.008843
14.295585,151,12952.014531
23.606789,151,12952.167847
14.72577,151,12952.288675
24.730999,151,12952.288675
17.286385,151,12961.218312
20.594416,151,12961.385609
19.64726,151,12961.484518
16.97174,151,12961.484518
9.271857,151,12970.309235
31.083448,151,12970.475077
11.653918,151,12970.581439
20.155214,151,12970.581439
19.970333,151,12979.445459
15.856078,151,12979.59938
12.009324,151,12979.691489
19.16197,151,12979.691489
14.866933,151,12988.480332
23.811628,151,12988.662641
13.203325,151,12988.769001
15.17241,151,12988.769001
12.301509,151,12997.53553
26.738958,151,12997.719805
25.041868,151,12997.828218
14.336455,151,12997.828218
16.472141,151,13006.655488
12.058854,151,13006.839311
17.709627,151,13006.930205
-3.234884,151,13006.930205
12.661739,151,13015.824688
15.1768055,151,13016.008978
23.234013,151,13016.100359
3.8129847,151,13016.100359
16.022226,151,13024.971487
20.245293,151,13025.124331
25.185104,151,13025.215708
23.412657,151,13025.215708
18.612825,151,13033.903279
25.938913,151,13034.069129
16.296618,151,13034.17502
23.247322,151,13034.17502
18.285025,151,13042.994519
15.8697195,151,13043.194311
14.862218,151,13043.287183
16.708183,151,13043.287183
17.27761,137,13201.330732
13.504557,137,13201.514566
13.02389,137,13201.574987
17.64991,137,13201.574987
16.969376,151,13210.230854
23.535074,151,13210.415168
22.751236,151,13210.508065
17.739279,151,13210.508065
13.979084,151,13219.320956
23.995111,151,13219.476298
18.566822,151,13219.586198
12.45321,151,13219.586198
23.55165,151,13228.375292
23.732008,151,13228.512116
16.10048,151,13228.603509
8.393664,151,13228.603509
22.799158,151,13237.569757
19.573807,151,13237.753237
23.376741,151,13237.844611
16.865309,151,13237.844611
23.685053,151,13246.646598
25.706459,151,13246.783467
23.973566,151,13246.875354
17.969313,151,13246.875354
19.258673,151,13255.566063
21.688604,151,13255.76588
19.629196,151,13255.858301
23.806103,151,13255.858301
12.7837,151,13264.680611
12.509599,151,13264.865949
32.198093,151,13264.956322
-8.6772585,151,13264.956322
23.411364,151,13273.563853
23.561134,151,13273.733679
20.76716,151,13273.824573
23.373411,151,13273.824573
23.434284,151,13282.70786
16.651552,151,13282.884641
22.85635,151,13282.984053
23.323318,151,13282.984053
8.524424,151,13291.733542
10.487726,151,13291.901338
18.024954,151,13291.992745
14.25642,151,13291.992745
11.957986,151,13300.803246
13.596629,151,13300.940605
30.03768,151,13301.06099
21.342653,151,13301.06099
25.85612,151,13310.005485
16.939651,151,13310.189297
13.727076,151,13310.294165
26.12804,151,13310.294165
22.856089,151,13319.143084
24.88122,151,13319.323431
13.203746,151,13319.415405
8.935865,151,13319.415405
19.102062,151,13335.362746
20.965405,151,13335.515078
11.933551,151,13335.605959
14.481021,151,13335.605959
13.777828,151,13344.387336
10.899075,151,13344.555172
26.165676,151,13344.647559
15.051603,151,13344.647559
25.215244,151,13353.428774
15.545902,151,13353.584655
11.724872,151,13353.67857
22.482918,151,13353.67857
22.8956,151,13362.475285
23.276604,151,13362.643138
19.70344,151,13362.704558
23.66193,151,13362.704558
23.68059,151,13371.395393
15.634488,151,13371.564749
18.664284,151,13371.674658
17.286821,151,13371.674658
27.828474,151,13380.407677
26.346523,151,13380.607447
18.098604,151,13380.712324
15.14674,151,13380.712324
14.837453,151,13389.549279
25.10322,151,13389.733096
14.673244,151,13389.823971
21.783482,151,13389.823971
13.184709,151,13398.537532
20.36634,151,13398.720804
23.688728,151,13398.828685
13.731499,151,13398.828685
9.451308,151,13407.619135
23.32837,151,13407.802441
19.610218,151,13407.894326
21.440464,151,13407.894326
23.55024,151,13416.618986
12.989271,151,13416.772345
25.860662,151,13416.879725
23.909975,151,13416.879725
25.09851,151,13425.692472
13.334899,151,13425.845812
23.214857,151,13425.938714
12.135955,151,13425.938714
23.376554,151,13434.752247
22.284525,151,13434.936032
24.062544,151,13435.029018
25.19709,151,13435.029018
23.447105,151,13443.829503
23.306551,151,13444.012876
9.077685,151,13444.05881
16.431782,151,13444.05881
21.210173,144,13531.484875
11.67995,144,13531.623773
16.634012,144,13531.714161
14.624344,144,13531.714161
17.476892,151,13540.377722
17.510214,151,13540.577528
24.241608,151,13540.669417
19.394836,151,13540.669417
19.69294,151,13549.44727
16.713554,151,13549.645078
25.437353,151,13549.739029
18.65618,151,13549.740026
16.425344,151,13558.635485
15.639953,151,13558.864754
14.110591,151,13558.955662
20.009811,151,13558.955662
23.468256,151,13567.684823
19.249144,151,13567.882505
14.449264,151,13567.974425
19.752794,151,13567.974425
18.096716,151,13576.946445
23.54783,151,13577.144239
15.732808,151,13577.235119
18.629738,151,13577.235119
12.819791,151,13585.980427
18.89729,151,13586.146766
19.42596,151,13586.238167
13.477722,151,13586.238167
11.845814,151,13594.919995
1.2692851,151,13595.11985
25.185562,151,13595.227779
17.733807,151,13595.227779
23.203997,151,13603.979402
23.818653,151,13604.102324
17.713837,151,13604.196202
16.55065,151,13604.196202
23.61264,151,13613.034424
21.33433,151,13613.217234
16.307676,151,13613.29314
19.097525,151,13613.29314
22.844128,151,13622.141619
18.828493,151,13622.24802
10.29347,151,13622.338922
15.068022,151,13622.338922
18.492651,151,13631.109756
25.240967,151,13631.260608
20.859821,151,13631.352013
19.323711,151,13631.352013
19.544497,151,13640.183975
18.570072,151,13640.305839
16.658545,151,13640.397744
16.005722,151,13640.397744
13.29113,151,13649.254583
20.64131,151,13649.377987
20.334646,151,13649.469371
19.671824,151,13649.469371
23.391312,151,13665.40712
19.258371,151,13665.528487
13.974669,151,13665.635357
11.714991,151,13665.635357
23.04342,151,13674.443573
15.824152,151,13674.644335
17.059856,151,13674.74872
19.12955,151,13674.74872
25.557083,151,13683.540807
22.919128,151,13683.710754
52.653397,151,13683.800163
23.480696,151,13683.800163
15.856361,151,13692.513856
19.4539,151,13692.68518
25.273876,151,13692.775074
23.560892,151,13692.775074
20.514969,151,13701.577026
23.045189,151,13701.728878
10.249321,151,13701.83826
13.166895,151,13701.83826
13.965868,151,13710.618426
19.36486,151,13710.815702
19.73554,151,13710.908084
14.284914,151,13710.908084
23.302702,151,13719.653516
21.82986,151,13719.837319
14.482817,151,13719.928725
21.595112,151,13719.928725
18.443644,151,13728.613448
22.446108,151,13728.767316
23.76501,151,13728.859191
23.290194,151,13728.859191
10.88391,151,13737.670711
33.775158,151,13737.885523
36.133442,151,13737.974413
23.587414,151,13737.974413
14.134832,151,13746.647253
23.847647,151,13746.830046
11.148661,151,13746.890473
32.191853,151,13746.890473
19.177774,151,13755.694429
17.867167,151,13755.84726
21.169645,151,13755.954159
20.015884,151,13755.955158
14.655112,151,13764.713703
22.918036,151,13764.867526
23.87858,151,13764.9594
-0.48123848,151,13764.9594
14.301514,151,13773.758085
15.58831,151,13773.942395
12.426907,151,13774.064246
23.326572,151,13774.064246
18.185608,151,13789.991625
18.92529,151,13790.175483
24.848408,151,13790.295839
20.270012,151,13790.295839
17.887936,151,13799.107265
17.636896,151,13799.305075
19.510677,151,13799.320557
10.603323,151,13799.320557
50.046585,151,13808.233135
12.571648,151,13808.384963
23.651272,151,13808.47585
22.91009,151,13808.47585
10.621655,151,13817.277919
14.509433,151,13817.461701
19.612131,151,13817.491664
23.840235,151,13817.491664
27.820251,151,13826.345098
25.072014,151,13826.544347
32.47028,151,13826.635232
19.806246,151,13826.635232
23.243523,151,13835.575549
23.111504,151,13835.759392
23.418106,151,13835.820829
24.02597,151,13835.820829
23.09825,151,13844.493954
23.147627,151,13844.645282
18.751446,151,13844.743708
26.12401,151,13844.743708
18.250189,151,13853.547603
10.115896,151,13853.730397
21.365828,151,13853.821783
19.5812,151,13853.821783
19.006153,151,13863.150377
23.451406,151,13863.332701
16.061174,151,13863.423593
31.660355,151,13863.423593
23.357983,151,13872.098831
23.446146,151,13872.252171
8.376313,151,13872.359537
18.070856,151,13872.359537
23.110874,151,13881.330538
6.327071,151,13881.513861
48.74055,151,13881.620261
23.279387,151,13881.620261
23.436956,151,13890.543612
-5.609032,151,13890.771348
23.616547,151,13890.980646
23.326189,151,13890.980646
23.12458,151,13899.802796
23.19188,151,13900.001541
19.159273,151,13900.062496
23.809698,151,13900.062496
18.569101,151,13908.824157
15.887635,151,13909.02293
16.037046,151,13909.08136
22.964773,151,13909.08136
13.398168,151,13925.015335
15.577532,151,13925.200627
14.078264,151,13925.230645
18.873304,151,13925.230645
15.320543,151,13934.008152
23.403955,151,13934.176966
13.054546,151,13934.282875
43.645466,151,13934.283873
31.250708,151,13943.074146
23.03945,151,13943.258981
50.78105,151,13943.351365
64.56096,151,13943.351365
13.78258,151,13952.126818
22.882858,151,13952.326599
24.043745,151,13952.418515
27.274944,151,13952.418515
24.403755,151,13961.26318
52.548836,151,13961.446982
47.745052,151,13961.523389
57.448254,151,13961.523389
25.207354,151,13970.343565
10.136957,151,13970.511904
23.566637,151,13970.642224
42.395184,151,13970.642224
36.74323,151,13979.518562
51.829987,151,13979.623961
23.11335,151,13979.718355
53.26675,151,13979.718355
23.423182,151,13988.554929
23.289598,151,13988.73924
28.348057,151,13988.831672
54.584873,151,13988.831672
23.584173,151,13998.161814
23.183779,151,13998.359118
23.250328,151,13998.451514
54.252903,151,13998.451514
29.574331,151,14007.349361
21.115849,151,14007.486705
51.220257,151,14007.5776
23.483177,151,14007.5776
31.348661,151,14016.468612
13.789571,151,14016.634931
31.222038,151,14016.727859
25.752636,151,14016.727859
42.750828,151,14025.570411
17.340607,151,14025.739751
30.53707,151,14025.894071
26.337,151,14025.894071
19.360151,151,14034.554768
25.195482,151,14034.693607
21.789911,151,14034.783978
33.813816,151,14034.783978
22.819233,151,14050.512099
23.361858,151,14050.726382
44.927425,151,14050.843784
12.118614,151,14050.843784
49.96696,151,14060.314962
44.260952,151,14060.454333
13.383213,151,14060.56227
15.82033,151,14060.56227
49.6239,151,14069.383353
31.11493,151,14069.564604
15.421052,151,14069.655498
10.285103,151,14069.655498
23.065563,151,14078.421453
17.85207,151,14078.619785
23.224617,151,14078.711197
16.120623,151,14078.711197
12.761176,151,14087.623871
24.911531,151,14087.806683
23.025446,151,14087.897574
22.86628,151,14087.897574
53.330303,151,14096.893292
23.065323,151,14097.078073
8.889405,151,14097.182944
60.238827,151,14097.182944
20.126673,151,14105.881412
16.754417,151,14106.079701
17.113235,151,14106.170599
23.584879,151,14106.170599
11.449496,151,14115.054576
40.288555,151,14115.162954
22.848883,151,14115.253338
35.554886,151,14115.253338
52.84076,151,14124.618521
9.370645,151,14124.783869
15.854779,151,14124.876887
19.152084,151,14124.876887
21.737072,151,14133.798782
46.370884,151,14133.954657
34.612877,151,14133.99861
15.877545,151,14133.99861
23.24902,151,14142.913746
12.036489,151,14143.098083
31.289488,151,14143.217944
31.411406,151,14143.217944
16.622213,151,14152.010472
44.229088,151,14152.195142
58.078068,151,14152.285033
23.470139,151,14152.285033
12.136891,151,14161.07946
6.6549106,151,14161.294729
15.892832,151,14161.408615
23.53576,151,14161.408615
23.64097,151,14170.116716
49.671375,151,14170.284503
30.031883,151,14170.407867
31.759115,151,14170.407867
55.451546,151,14188.093175
31.182388,151,14188.326478
23.348032,151,14188.555753
15.999679,151,14188.555753
19.97517,151,14197.830511
31.979925,151,14198.001433
34.964123,151,14198.105312
34.26091,151,14198.105312
51.35781,151,14206.960397
53.231457,151,14207.092767
32.205395,151,14207.221662
10.84755,151,14207.221662
40.803318,151,14216.058614
31.010267,151,14216.210433
16.405792,151,14216.301846
36.697727,151,14216.301846
54.238323,151,14225.203025
61.634026,151,14225.371338
59.447994,151,14225.464266
49.553127,151,14225.464266
28.749027,151,14234.278497
7.323953,151,14234.462811
17.737862,151,14234.581177
24.659678,151,14234.581177
62.466526,151,14243.504819
15.702349,151,14243.693096
53.97515,151,14243.794948
52.321896,151,14243.794948
19.489817,151,14252.92357
-1.9902004,151,14253.107356
26.26113,151,14253.229688
11.631417,151,14253.229688
15.158013,151,14261.879262
23.615973,151,14262.033184
23.505638,151,14262.125082
5.3187366,151,14262.125082
25.192598,151,14270.976646
40.415474,151,14271.204397
61.43522,151,14271.319288
13.025467,151,14271.319288
52.7933,151,14280.061215
54.85967,151,14280.213624
15.546839,151,14280.334973
13.893601,151,14280.334973
43.917942,151,14289.004833
14.485275,151,14289.174189
16.827036,151,14289.254092
34.87364,151,14289.254092
13.553418,151,14298.031404
20.262033,151,14298.229715
34.972595,151,14298.33759
